doi,text_id,text,sdg,labels_negative,labels_positive,agreement
10.18356/24485d89-en,d3d2f73fbdd4f44941f5759be5ac1301,"Countries with a reduction of over 15 per cent in the share of dietary energy coming from cereals, roots and tubers include Armenia (27 per cent), Kazakhstan (24 per cent), China (18 per cent), Viet Nam (18 per cent) and the Republic of Korea (17 per cent). The decline is from a dependency ratio of over 60 per cent in 1993-1995 (with the exception of the Republic of Korea, with a slightly lower level of 53 per cent). Examples are Cambodia (per capita cereal production at 650 kg in 2011, prevalence of undernourishment at 17 per cent in 2010-2012) and the Lao Peoples Democratic Republic (per capita cereal production at 638 kg in 2011, prevalence of undernourishment at 28 per cent in 2010-2012).",1,3,0,1.0
10.18356/88ed44cf-en,e4aeda02442741f9e4fbaa8a8e4473ec,"The goods considered are vehicles, washing machines and refrigerators. The indigence indicator was preferred as a cut-off partly because the indicator of total monetary poverty could increase the possibility of double counting, given that part of the income poverty measurement that does not correspond to indigence is a proxy for the ability of households to satisfy non-food needs, including some which are already covered by the set of UBN indicators. Moreover, although the fungible nature of income means that revenue cannot be equated with food consumption, the indigence line represents a minimum amount of resources necessary for people to satisfy their basic requirements for daily sustenance, an aspect not captured by the other indicators considered by ECLAC (2013). The reason for this is twofold: first, the indicator of extreme poverty covers a very small percentage of the population in Latin America, and is thus unable to capture income insecurity.",1,1,8,0.7777777777777778
10.18356/99aadf34-en,536e44bad507a5c14a652db1c4da39cd,It is the share of economic subsectors (out of the 35 subsectors) that have production linkages with at least S0.02 per United States dollar of output from or to manufacturing activities. See Annex 3 for the definition and calculation of the indicator. This suggests that the manufacturing sector is not well-integrated with the rest of the economy and hence not well-diversified.,1,3,0,1.0
10.18356/36b318e6-en,b5b55a79a97bd82834f2de4e9de808e4,"It could however be expected that such a trend might worsen further as fiscal consolidation measures start to show their impact. The trend lines also highlight that changes in income inequality seem to be less directly related to the severity of the economic downturn. Break in time series: 2012 Austria and United Kingdom, 2008 France and Cyprus, Bulgaria 2006, Romania 2007. Indeed, Iceland is the best performing country although one of the most affected and the one where anchored child poverty increased the most.",1,1,8,0.7777777777777778
10.1787/9789264168367-4-en,10653f7989759ee2fc301ca881bdb354,Improved childcare and education has helped reduce the long-term consequences of poverty for children growing up and the gap in attainment between poor and better-off children has narrowed. The economic performance of countries has been volatile and by 2030 inequality and poverty have grown with both levels and durations of unemployment remaining high. Poor economic growth has meant that state spending is under further pressure and there have been substantial cuts in government spending. Benefit levels are now low but expenditure on social security remains high because of the large numbers of families without work.,1,0,4,1.0
10.18356/028f7d06-en,09a4644f61d8f54a0c519150206495d3,"In Latin America and the Caribbean, several points on figure 1.16 show a convergence between the direction of changes in GDP and in life satisfaction. But there are counter-intuitive situations, such as satisfaction rising when per capita GDP is falling, or increases in GDP while life satisfaction is declining. The classification, from the World Values Survey, defines income brackets as appropriate for the realities of each country.",1,0,4,1.0
10.1787/9789264118720-6-en,2d09d2929ac18e9624b7f3f9daf560f2,"The “monetisation reform” has improved the reporting of social spending (for example, see Table 3.3). Nevertheless, experience with OECD countries that have a federal constitutional set-up suggests there is likely to be under-reporting of social spending by lower tiers of government (Adema and Ladaique, 2009). In the case of disabled children up to 15 years, this is 120 calendar days. For example, there are benefits for war veterans and disabled children, while the pension fund of Russia also pays old-age, survivor or disability pensions based on employment records to people who are categorised as disabled.",1,0,3,1.0
10.18356/24485d89-en,45f2c2d3cb4bd3b587bf228881c57bd9,"In urban areas of the region, the proportion of the urban population with access to improved water sources was 97 per cent in 2011, a rate that increased steadily from 94 per cent in 1990, reflecting increased investments in water infrastructure. Several countries have actually registered a fall in access to safe drinking water in urban areas, for instance, the figure for Bangladesh declined from 87 per cent in 1990 to 85 per cent in 2011, and for Nepal from 96 per cent in 1990 to 91 per cent in 2011. This reflects persistent levels of inequality in access to, and growing pressures on, the existing infrastructure.",1,8,1,0.7777777777777778
10.18356/8b39d69c-en,4f7f73d6f5353add23bae72ebf9bf0de,"In Bulgaria and Romania for example, respectively 1.6 and 2.2 per cent of children lack all 14 items, in Iceland 4.3 per cent lack just one item while the Scandinavian countries do not exceed four, and so on. All values of one per cent or less are omitted in the table. This may reflect a technical measurement problem (we have no items that allow to identify the deprived children in richer countries) or the fact that there simply are few deprived children in richer countries.",1,1,8,0.7777777777777778
10.1787/9789264168367-4-en,15403276adde43a2ed2a463a61d388ae,"They conclude that reducing worklessness (and promoting work by raising the number of two-earner families) is unlikely to be sufficient to reduce child poverty. Instead, reducing work poverty is also likely to be a central plank of any policy strategy to reduce child poverty, in particular as policies “of encouraging employment [are] likely to be a pre-requisite for public and political support for more effective redistribution to the poor”. For single parents, a third and potentially important source of income is child support. Across OECD member countries, however, obligations for child support and the effectiveness of its collection vary widely.",1,1,8,0.7777777777777778
10.18356/ae18b798-en,7568b888bed39194fa67d1e1cc2ddc6c,"In most cases, data on the structure of household consumption patterns for both foodstuffs and other goods and services are derived from national household budget surveys carried out in the 1980s. In order to carry out this calculation, the indigence line is multiplied by one factor for urban areas and another for rural zones. For the 2006 poverty estimates, a factor of 2 was used for urban zones and a factor of 1.75 was used for rural areas.8 The factors applied since 2007 vary depending on the differentials between trends in the prices for foodstuffe and for other goods and services.",1,1,8,0.7777777777777778
10.18356/db7ae14d-en,a1818dc52a49eec936995d7545198855,"For example, although South Asia has seen a significant decrease in the poverty rate (from 61 per cent in 1981 to 36 per cent in 2008), given the increase in population size this means that the absolute number of the poor increased from 568 million to 571 million over that period (figure II. In sub-Saharan Africa, the absolute number of the poor increased from 205 million to 386 million in the same period, while the poverty rate fell from 52 per cent in 1981to48 per cent in 1981. Whereas in 1981, poverty had been concentrated in East Asia and the Pacific, with 57 per cent of the worlds poor living in that region, by 2008 the concentration of poverty had shifted to South Asia and subSaharan Africa, which now account for 44 per cent and 30 per cent, respectively, of the world’s poor.",1,0,4,1.0
10.18356/24485d89-en,196a070267c7a33c71bef729a92cccea,"If $2 per day (2005 PPP) is used as a benchmark, the number of poor in the Asian and Pacific region decreased from 2.4 billion in 1990 to an estimated 1.6 billion in 2011. About 900 million people living between $1.25 and $2 per day remain critically vulnerable to extreme poverty. At present, estimates show that about 40 per cent of the population of the region lives on less than $2 per day.",1,0,9,1.0
10.18356/150942f1-en,8694391910f386b15be27b875d6c135f,"At the beginning of the crisis, households adapt mostly by increasing their labour supply and consuming past savings. Past economic crises have been shown to be detrimental to children in various dimensions of their well-being. As shown by the table below, past (local or regional) economic crises had strong impacts on household welfare. For example, past crises led to an increase in poverty ranging from 1 percentage point in Brazil (1989) to a dramatic 12.2 points in Venezuela (1994) (Lustig 2000).",1,1,8,0.7777777777777778
10.18356/39291afb-en,97a5fe9a29a373d58d9ad524dff18069,"Between 2015 and 2017, six countries show an annual reduction of 3% or more in poverty rates. In Chile, El Salvador, Panama and Paraguay, over half of the rise in poor households' income came from labour income, while in Costa Rica and Uruguay increases in contributory and non-contributory transfers predominated. In some countries, especially Chile.",1,0,9,1.0
10.18356/cc778895-en,306a8f367ba5cd9a67ad9f9c04a7bdd7,"Their findings indicate that the methodology that is generally used in empirical studies on growth, poverty and inequality usually overestimates the effects of growth on poverty. This implies that economic crises or economic booms have less of an influence on poverty than they are generally assumed to have. This supports the focus on raising incomes which has been the preferred strategy for fighting poverty in Brazil. They find that the growth of mean income and income distribution are sufficient to account for a large part of the variations in poverty rates observed at the state level in Brazil.",1,0,5,1.0
10.1787/5jxrcmgpc6mn-en,48996e3d3b8e58154698fb64090867c0,"Issues related specifically to benefit claimants with disabilities or other health-related problems are discussed in the OECD series Sickness, Disability and Work (see www.oecd.org/els/disabilitv'). Pension policies, including means-tested, basic and minimum pensions, are discussed in Pensions at a Glance (’www.oecd.org/els/social/Dag'). The latest issue in this series contains a chapter on poverty among old-age individuals (OECD, 2009a).",1,3,0,1.0
10.1787/9789264168367-4-en,8853e013165e09fa9e1100540a8b4c16,"While family structure cannot account for rising poverty rates over time or differences across countries, it is clear that in many countries a strong association between family type and poverty exists. The extent to which this relationship is causal is unclear, for two reasons. Firstly, groups such as lone parents or teenage mothers may have a greater risk of being poor not because of their family status per se but because they have other characteristics, such as low educational attainment and low employment rates. Secondly, family structures may also be a consequence of poverty.",1,0,4,1.0
10.1787/9789264168350-4-en,d28fb78e55640b5bfdd2d558515ab7a1,"Donors have a great deal of experience in approaches that seek to involve and empower poor people including participatory planning, participatory rural appraisal and community based management. These approaches have been used in donor funded projects, the development of Poverty Reduction Strategies and the design and delivery of sector programmes. Most general budget support programmes involve associated donor support for the role of organised civil society in policy making and programme planning at national and local level in order to strengthen the voice of poor people and improve accountability to them.",1,0,3,1.0
10.1787/9789264272262-5-en,df34bd3676eb48de917fbd4aafedf0e8,"Korea has a child allowance for home-care that was introduced for households with children under 6 who do not use childcare facilities or kindergartens (Chapter l, Box 1.2). Myanmar enacted its social security law in 2012, but the all relevant provisions have not yet been implemented. However, in eight countries such payments are responsibility of the employers subject to regulations in national labour codes rather than social protection legislation.",1,0,3,1.0
10.1787/c69de229-en,a8a119e6cd59aa22ed940f9f1bbaa71e,"In other words, the decomposition helps to measure the portion of changes in family income due to changes in the characteristics of the child population and those due to changes in the association between these characteristics and the income level. The decomposition is carried out for market incomes before taxes and transfers (they correspond to labour income in their vast majority, capital income being generally low for poor households), and for disposable income after social transfers. By comparing the changes in income before and after taxes and transfers, one can infer what role transfers have played in responding to changes in labour income and how this role has varied across the income distribution.",1,1,6,0.7142857142857143
10.18356/ae18b798-en,9f47dcb2449f164f53cb7a171ca53c4f,"This figure drops to 38% for the at-risk population and to 23% for those who are not at risk of poverty. The opposite is true for the age group of 50 years and over, which accounts for about 12% for the poor population but 27% of the members of the population group that is not at risk of poverty. This percentage diminishes as income levels rise to the point where only 14% of the group classified as “not at risk” have not completed this level of education. The largest category in the group of non-indigent poor and those at risk of becoming poor is made up of those who have completed primary school but have not completed their secondary education (about 45% in each of these groups).",1,1,8,0.7777777777777778
10.18356/47c7f9c4-en,2d26412c9a434e9664cd77aa5fa5d5b6,"For the poorest households, social assistance accounts for almost 20 per cent of total household consumption. Looking at the different programmes separately, social allowances have the largest impact. They account for 23 per cent of total consumption among the poorest households that receive social allowances. In the absence of social assistance, the poverty rate would have been three percentage points higher, representing a relative reduction of 19 per cent.",1,0,3,1.0
10.1787/c69de229-en,980af8654cf32be75806d83de789da01,"Growth in social benefits reduces the overall child poverty rate, however it appears to have had no significant effect on the poverty risk of families with incomes far below the poverty line, such as in particularly single-parent jobless families. The main reason is that the income of these families is often far below the poverty line and that the cash transfers they receive are not high enough to lift them out of poverty. In addition, benefits seem to have played a rather limited role in mitigating the effects of the crisis in countries where the family disposable income has declined between 2007 and 2014.",1,0,9,1.0
10.18356/5022b3a0-en,9cd5d99078edee795d3fdf0d3db91b76,"Programmes for facing the development challenges of the poorest and the hungriest have also been expanded. This includes the heavily indebted poor countries (HIPC) and Enhanced HIPC Initiatives, Education for All Fast Track Initiative (EFA-FTI), and other similar measures. The international assistance programmes have begun to focus on the poorest countries and peoples to complement the BPoA. The World Summit (September 2005) reiterated the commitments of the donors to fulfil the BPoA target of providing 0.15-0.20 per cent of GNI as ODA to the LDCs.",1,0,9,1.0
10.1787/9789264168367-4-en,9c9974275696cc78ef6487087fb7e5c1,"Working-age households can no longer afford to have no one in work and the numbers that are workless have fallen, but for the smaller number of jobless families poverty is much deeper than previously as the value of out-of-work benefits has fallen. An increasing share of the poor in 2030 are “working poor”, with low pay, short working hours or having just one earner in the family. Education has improved, raising earnings for the majority.",1,0,3,1.0
10.18356/cc778895-en,99df9cbd32e523cd04fd1eadb7421255,"The closer it is to 1, the greater the degree of income inequality, while the closer it is to zero, the less inequality there is (Hoffmann, 1998). Figueiredo and Laurini (2015) voice concern about the possibility of endogeneity being a factor when the usual Ravallion and Chen (1997) methodology is used to measure the effects of economic growth on poverty and inequality. According to these authors, this can arise as a result of two mechanisms: the simultaneous determination of poverty and growth, which could generate a correlation with the error component (endogeneity problems can be caused by unobserved factors that affect these two components simultaneously or by a financial development process that simultaneously affects poverty, growth and inequality), or the direct effect that a growth trend could have on the poverty measurement. With linear specifications, it is assumed that the effects of growth on poverty and inequality are constant and independent of the levels of growth and inequality.",1,1,8,0.7777777777777778
10.18356/39291afb-en,ab205eab935330ab0765d3488f4401f5,"El Salvador, Paraguay and Uruguay, several of which showed the largest gains in this source, reported increases both in average income per recipient and in coverage. In the other countries, the outcome resulted from a rise in one factor combined with a fall in the other (see figure 11.8). Within this framework, it is possible to analyse different combinations of inequality reduction and average income growth that could produce a particular poverty rate, and then assess whether those conditions are in line with the trends observed in recent years. Goal 1 is to end poverty in all its forms everywhere and sets targets for achieving that. Target 1.1 is to eradicate extreme poverty for all people everywhere by 2030.",1,0,4,1.0
10.1787/9ce809d8-en,c50e03900caa9cf204ab639c87c4f419,"Regional governments' housing subsidies accounted for the major share of spending on access to basic services. The projections of social protection spending in Chapter 3 of this study include scenarios whereby humanitarian relief is included in total social protection spending as well as a scenario where it is excluded. Spending by the federal government increased at the fastest rate among these four sources between 2012/13 and 2015/16, growing by 24% per year on average.",1,0,3,1.0
10.18356/8d6bdedf-en,6ea4433d5ef2cc060ad4709831983d78,"Hence, what we think we know continues to rely heavily on the accuracy of the poverty estimates generated by the Bank. This has occurred in the midst of an expanding global economy, which has resulted, on average, in higher per capita incomes in both developed and developing countries (Sachs, 2008, United Nations, 2005a). In these countries, information on the depth, severity and duration of poverty may be limited, and available information may be unreliable. To address some of these data gaps, the research programme of the World Bank Poverty and Inequality Group has been engaged in improving current data as well as methods and tools for poverty and inequality analysis through, inter alia, producing new household-level data (notably through the Group’s Living Standards Measurement Study), monitoring poverty and inequality using household-level data, developing more reliable “poverty maps”, and rolling out computational tools such as ADePT and PovCalNet (see http://go.worldbank.org/NT2AlXUWP0).",1,0,9,1.0
10.18356/f61073ef-en,b3df0c7c02512c36c4e2b074e41b32c0,"If elasticity is high, public anti-poverty policies based on economic growth are more efficient. If elasticity is low, however, poverty reduction strategies should include a combination of economic growth and some type of income redistribution. Ravallion and Chen (1997) estimated income-poverty and inequality-poverty elasticities for 45 countries.",1,1,8,0.7777777777777778
10.1787/c69de229-en,7e2a65020b165d48ad8f905e9a241fa4,"This analysis highlights the need, in order to counteract the effects of the crisis and reduce child poverty, to implement policies that not only increase access to employment for parents from low-income families, but also promote greater mobility towards better quality and better paid jobs. Finally, the decline in disposable income experienced in many countries by low-and very low-income families suggests that social benefits have played a rather limited role in mitigating the effects of the crisis. There is, however, some indication that transfers may have cushioned the effects the Great recession had on the income of the poorest families in the United Kingdom and the United States (as shown also by (Bradshaw, Chzhen and Main, 2017[37]) and (Wimer and Smeeding, 2017(33]).",1,0,11,1.0
10.18356/fb79328d-en,d32b5db8a27159b63fe331461c1ef38a,"Social spending, however, did not decline as a proportion of the budget in most countries, as the political pressure to sustain civil service jobs and wages, which account for the bulk of social expenditures, was considerable. In addition, user fees introduced to cover the costs of complementary inputs—for example, books and medicines—were viewed as serving not only to reduce the fiscal burden, but also to improve the efficiency and quality of social service delivery. Although the remnants of the old policy provided limited job guarantees for that proportion of (generally urban) workers employed in government services or large modern enterprises, the policy adjustments left most of the rural and urban poor with hardly any form of social protection. New, targeted social programmes were therefore introduced to protect the poor from the unfavourable macroeconomic environment. The new programmes included social emergency and social investment funds that received financial support from the multilateral banks.",1,0,4,1.0
10.18356/47c7f9c4-en,361c31f154537f020a849989ad61466c,"Firstly, the compensations are financed from district budgets, which receive a block grant from the Ministry of Finance. However, the block grant also includes benefits for Afghan War veterans and a special fund for one-time compensations for poor households. At the central level, no separate budget exists for the cash compensation for children.",1,0,9,1.0
10.18356/c530cc54-en,5133a2ae290b70832bcc1f796b91cf13,"In seeking to make the connection between ethical perspectives and poverty reduction we ignored the political dimensions of justification, the arena in which ethics exercise practical influence. It was well beyond the scope of the paper to tackle this. We hope our paper stimulates further research on these research gaps.",1,1,8,0.7777777777777778
10.30875/32bff34e-en,41c5ed4092c9d7c3000e8fc9ed2c57e3,"The EIF's success so far ""does not mean that the work is done. Rather, it is a reminder of how important this work is - and how much more focus it deserves"". Examples of EIF projects Equatorial Guinea is undertaking a diagnostic trade integration study as it seeks to move away from dependence on oil. These studies help countries identify and address constraints to trade, economic growth and sustainable development.",1,3,0,1.0
10.1787/5jxrcmgpc6mn-en,95687c0468a6f707eb7ce5be30f77f38,"This means that the retrospective benefit histories from successive interviews provide two reports for each of the months for which the reference years overlap. In practice, there are major impediments to both approaches in household panels. In particular, as already mentioned in Section 3, the retrospective histories show an implausible number of transitions at the ‘seam’ where successive between-interview histories are spliced together.",1,3,0,1.0
10.1787/dd4dcfa6-en,5704235f970c76906e29032a2ee7f22b,"The structure of the benefit is progressive and consequently almost “universal” in the sense that while first designed to combat poverty, it also aims to support middle-class families. Indexing the CCB for the 2018-19 benefit year will provide an additional $5.6 billion in support to Canadian families over the 2018-19 to 2022-23 period. As an example of the benefit of this proposed change, for the 2019-20 benefit year, for a single parent with $35,000 of income and two children (one under the age of 6 and one aged 6 to 17), the accelerated indexation of the CCB will contribute $560 more towards the increasing costs of raising his or her children (Department of Finance, 2017poi).",1,1,8,0.7777777777777778
10.18356/73b30008-en,6270cf2298bb2782e1582b687422e105,"In addition to the magnitude and duration of low income status, attention should be paid to the extent to which poverty is recurrent (Fourage and Layte, 2005). The higher income mobility or volatility and the shorter the duration of poverty, the higher the proportion of people experiencing poverty at least once during the reported period, thus the higher the reported poverty rate will be. In the Republic of Moldova during 1997-2002, a decomposition of poverty into chronic and transient components revealed that poverty was mainly chronic, accounting for as much of 90% of the people classified as poor (Beegle, 2004). That is, despite transitions among households in terms of rank, a very large fraction of the poor in any year are likely to remain poor in the next period.",1,0,5,1.0
10.18356/3400179e-en,7aaa3e789234ffec60781e967dffea8f,"Combined with the provision of public services, such as in health and education, these popular programmes contributed to an overall improvement in social outcomes and reduced inequality while offering a low cost-to-benefit ratio. Brazil’s Bolsa Familia and Mexico’s Oportunidades cash transfer programmes increased both school enrolment and attendance rates while reducing child labour. An International Assessment (New York, 2010), Goran Holmqvist, ""External financing of social protection: opportunities and risks"" Development Policy Review, vol.",1,0,3,1.0
10.18356/afa296fe-en,243722edc6261486194221bf7d567b28,"Notably, development processes must be adopted to take account of the connections and disconnections among development-related actors, policies and laws in a non-homogeneous and non-harmonious society. Social exclusion results from either the systematic exclusion of poor people from having choices and using their capabilities, or more circumscribed social, political, economic or cultural barriers to their participation. Whether through deliberate or circumstantial marginalization, social exclusion reinforced and perpetuates poverty.26 Temporary access to income or a temporary fulfilment of basic needs does not generally address such deeper facets of poverty.",1,1,7,0.75
10.18356/797ccf27-en,f746c3346af97f59ddcab098db503db1,"A new target was introduced, relating to “Achieve full and productive employment and decent work for all, including women and young people."" Four official indicators were defined for that purpose, involving measurement of the rate of productivity growth per worker, the percentage of the population employed, the percentage of extremely poor workers and the proportion of workers that have unstable and insecure jobs (“vulnerable workers”). In addition, the recommendation to monitor poverty trends by using national poverty lines was made explicit. The previous indicator was replaced by one measuring survival to the last grade of primary education (Proportion of pupils starting grade 1 who reach last grade of primary).",1,0,9,1.0
10.18356/fd80a3d2-en,4dbbae51aa907864082f1c29c28d854f,"First and foremost, the generally attractive results in terms of poverty and inequality alleviating effects from trade policy reforms, whether unilateral or multilateral, provide yet another reason as to why it is in the interests of countries to seek further liberalization of national and world markets. According to the Indonesia study, for example, unilateral trade liberalization is expected to reduce poverty only very slightly, but liberalization by the rest of the world is expected to lower poverty very substantially. In the Philippines, domestic reform alone from current levels of protection might marginally increase poverty rates, whereas rest-of-world liberalization would almost fully offset that (and more than offset it in the case of only agricultural reform).",1,0,8,1.0
10.1787/9789264272392-3-en,c6e5e90f153484bb507de68831ff8d25,"Agricultural producers in ASEAN are expected to be able to rise to these challenges over the medium term, with regional production growth rates projected to exceed world averages for many products, including animal-derived products (OECD-FAO, 2015). This will also increase the importance of ASEAN for world supplies of agro-food commodities. Across individual countries, however, changes in the production of key commodities are more mixed. This will require a continuation of past trends in total factor productivity growth - trends underpinned by continued efforts at policy reform and additional investments by governments and producers.",2,0,3,1.0
